進める,"advance, promote, speed (st) up",Verb,早く授業を進めましょう。,Let's hurry up and proceed with our class.,3,47
関係,"relation, relationship",Verbal Noun,彼はその事件に関係がない。,He has nothing to do with that incident.,3,48
続ける,"continue (sth), keep up を",Verb,仕事を続けてください。,Please continue working.,3,49
ロボット,robot,Noun,彼はロボットの研究をしています。,He is doing research on robots.,3,50
ほとんど,"almost, hardly",Adverb,お金がほとんどありません。,There's hardly any money.,3,51
国内,"domestic, internal",Noun,この携帯電話が使えるのは国内だけです。,You can only use this mobile phone domestically.,3,52
分野,"field, sphere",Noun,音楽は彼の得意な分野です。,Music is his field of specialty.,3,53
会社,"company, corporation",Noun,彼は小さな会社に勤めています。,He's working for a small business firm.,3,54
関する,"concern, relate to",Verb,その問題に関する記事を読みました。,I read an article about the problem.,3,55
状態,"state, appearance (of a thing)",Noun,ここは道の状態がとても悪いです。,The road is in a very bad state here.,3,56
大統領,president (of a country),Noun,フランスの大統領は誰ですか。,Who's the president of France?,3,57
対象,"target, subject",Noun,このアンケートは大学生が対象です。,This questionnaire targets university students.,3,58
処理,"processing,&nbsp;management<div>(unlike 加工, a new thing is not created)</div>",Verbal Noun,事務的な処理に1週間かかります。,The administrative processing takes one week.,3,59
女性,"female, woman (formal)",Noun,そのパーティーに女性は何人来ますか。,How many women are coming to that party?,3,60
家,"house, home",Noun,ここが私の家です。,This is my house.,3,61
パソコン,personal computer,Noun,彼はパソコンを2台持っています。,He has two personal computers.,3,62
解決,"solution, settlement",Verbal Noun,トラブルがやっと解決した。,The problem has finally been solved.,3,63
実現,"realization, fulfillment",Verbal Noun,夢を実現するには努力が必要です。,You need to make an effort to make your dreams come true.,3,64
多く,"many, much",Noun,毎年多くの人が海外へ旅行する。,A lot of people travel abroad every year.,3,65
動き,"movement, motion",Noun,まず相手の動きを見ましょう。,"First, watch your opponent's moves.",3,66
話,"talk, story",Noun,あなたの話は面白いね。,Your story's interesting.,3,67
価格,"price, cost (formal)",Noun,ガソリンの価格がどんどん上がっている。,The price of gasoline keeps going up fast.,3,68
上がる,"go up, rise",Verb,私たちは２階に上がった。,We went up to the second floor.,3,69
もう,"another, again",Adverb,コーヒーをもう一杯ください。,Please give me another cup of coffee.,3,70
集める,"collect, gather",Verb,弟は切手を集めています。,My little brother collects stamps.,3,71
声,"voice, sound",Noun,彼は大きな声で話した。,He spoke loudly.,3,72
初めて,"first, for the first time",Adverb,東京に来るのは初めてです。,It's the first time I've been to Tokyo.,3,73
明らか,"clear, obvious",Adjective,明らかに彼が悪い。,It's clearly his fault.,3,74
一部,part,Noun,計画を一部変更しましょう。,Let's change part of the plan.,3,75
調査,"investigation, examination",Verbal Noun,私たちがその問題を調査しています。,We're investigating that problem.,3,76
党,political party,Noun,党の代表が質問に答えました。,The party spokesman answered the question.,3,77
変わる,change が,Verb,信号が青に変わりました。,The traffic light turned green.,3,78
社長,president (of a company),Noun,おばは小さな会社の社長です。,My aunt is the president of a small firm.,3,79
全国,the whole country,Noun,次は全国のお天気です。,And now for the nation's weather.,3,80
地域,"region, area",Noun,この地域は雨が多い。,There's a lot of rain in this region.,3,81
重要,"important, essential",Adjectival Noun,これは重要な書類です。,This is an important document.,3,82
姿,"figure, appearance",Noun,遠くに彼女の姿が見えた。,I saw her figure from a long way away.,3,83
まず,first (of all),Adverb,帰ったらまず手を洗いましょう。,"When you get home, wash your hands first.",3,84
昭和,Showa era,Noun,私の両親は昭和生まれです。,My parents were born in the Showa era.,3,85
社会,society,Noun,これは大きな社会問題になっている。,This is a major social issue.,3,86
プログラム,program,Noun,受付でプログラムを受け取った。,I got my program at the reception.,3,87
期待,"expectation, anticipation",Verbal Noun,みんな私たちに期待しています。,Everyone has high expectations of us.,3,88
力,"strength, power",Noun,お相撲さんは、みんな力持ちだ。,All sumo wrestlers are strong.,3,89
除く,"exclude, get rid of",Verb,部長を除く全員が土曜日も働いた。,Everyone except the director worked on Saturday.,3,90
一般,"general, common",Noun,一般の方はこちらの席へどうぞ。,General seating is over here.,3,91
今回,this time,Noun,まあ今回は許してあげよう。,"Well, I'll let you off this time.",3,92
普及,"spreading, becoming popular",Verbal Noun,ゴミのリサイクルが普及している。,Garbage recycling has become widespread.,3,93
表現,"expression (of views, feelings, etc.)",Verbal Noun,彼は歌で自分の気持ちを表現した。,He expressed his feelings in song.,3,94
作業,"work, operation",Verbal Noun,作業するにはもっと広いスペースが必要だ。,I need a bigger space to work.,3,95
予定,"schedule, plan",Verbal Noun,今日の予定を教えてください。,Please tell me what your schedule is for today.,3,96
工場,"factory, plant",Noun,彼は食品工場で働いています。,He's working at the food factory.,3,97
よく,well,Adverb,よく答えが分かりましたね。,You did well in coming up with the answer.,3,98
生産,production,Verbal Noun,ボルドーはワインの生産で有名だ。,Bordeau is famous for wine production.,3,99
政権,"political power, government, administration",Noun,政権が交代した。,There was a regime change.,3,100
技術,"skill, technology",Noun,彼は非常に高い技術を持っている。,He has very advanced skills.,3,101
まま,"as is, still (in the current state)",Noun,電気がついたままですよ。,The light is still on.,3,102
完成,"completion, finish",Verbal Noun,新しいホームページが完成した。,We finished our new home page.,3,103
変化,change,Verbal Noun,今年は変化の多い年でした。,There was a lot of change this year.,3,104
存在,"existence, being",Verbal Noun,宇宙人は存在すると思いますか。,Do you think that aliens exist?,3,105
参加,"participation, taking part in",Verbal Noun,明日は市民マラソンに参加します。,I'll participate in the citizens' marathon tomorrow.,3,106
テレビ,television,Noun,私はテレビをあまり見ません。,I don't watch much TV.,3,107
土地,land,Noun,ここは父の土地です。,This is my father's land.,3,108
減る,"decrease, diminish が",Verb,体重がかなり減りました。,I've lost a lot of weight.,3,109
検討,"consideration, examination",Verbal Noun,今日中にこの問題を検討してください。,Please consider this problem by the end of the day.,3,110
政治,politics,Noun,私は政治に関心がある。,I'm interested in politics.,3,111
実施,"being in effect, implementation",Verbal Noun,現在、スペシャルキャンペーンを実施中です。,A special campaign is now under way.,3,112
開始,beginning,Verbal Noun,運動会は9時開始です。,The athletic meet begins at nine o'clock.,3,113
備える,"prepare for (disaster), equip (st) with",Verb,災害に備えて大量の水を買い込んだ。,I bought large quantities of water to prepare for disasters.,3,114
輸入,import,Verbal Noun,これはイタリアから輸入した服です。,These clothes are imported from Italy.,3,115
最大,"biggest, largest",Noun,これは世界最大の船です。,This is the world's largest ship.,3,116
競争,competition,Verbal Noun,2社は互いに競争している。,Two companies are competing with each other.,3,117
部分,"part, section",Noun,この部分は問題ないです。,There's no problem with this part.,3,118
消える,"be extinguished, disappear",Verb,突然、電気が消えた。,Suddenly the electricity went out.,3,119
家族,"family, household",Noun,うちは五人家族です。,We're a family of five.,3,120
内容,contents,Noun,この本の内容を説明してください。,Please explain the content of this book.,3,121
比べる,"compare, contrast",Verb,今月と先月の売上を比べた。,I compared this month's sales with last month's.,3,122
生まれる,"be born, come into existence",Verb,姉夫婦に男の子が生まれました。,My sister and her husband had a baby boy.,3,123
与える,"&nbsp;present (st), give (damage/shock), give (to lower status) (かたい)",Verb,そのニュースは彼に大きなショックを与えた。,The news gave him a great shock.,3,124
選挙,election,Verbal Noun,彼は選挙に出るつもりだ。,He intends to run in the election.,3,125
対立,"opposition, antagonism",Verbal Noun,その2社は対立しています。,The two companies are against each other.,3,126
理由,"reason, cause",Noun,遅れた理由を教えてください。,Please tell me why you were late.,3,127
構成,"organization, makeup",Verbal Noun,システムの構成を変えてみました。,I've tried to reorganize the system.,3,128
管理,"management, administration",Verbal Noun,彼女が私のスケジュールを管理している。,She manages my schedule.,3,129
増加,"increase, gain",Verbal Noun,島の人口は年々増加しています。,The population of the island increases every year.,3,130
改革,reform,Verbal Noun,彼は行政を改革したいと思っている。,He wants to reform the administration.,3,131
会談,"conference, talk",Verbal Noun,会談の内容が発表されました。,The content of the talks was announced.,3,132
会長,"chairman, president",Noun,初めに会長が挨拶した。,First was the chairman's greetings.,3,133
ソフト,"software, programme",Noun,このソフトで日本語を勉強することができます。,You can study Japanese with this software.,3,134
提供,"offer, provide",Verbal Noun,彼がパーティー会場を提供してくれました。,He provided us with the venue for the party.,3,135
ただ,free,Noun,この温泉はただです。,This hot spring is free.,3,136
これら,these,Noun,今日はこれらの問題について話し合います。,We will discuss these issues today.,3,137
広がる,"spread out, reach が",Verb,留学してから私の世界が広がった。,My world expanded after studying abroad.,3,138
特徴,distinguishing characteristic,Noun,この曲線がこの車の特徴です。,These curves are a unique feature of this car.,3,139
調べる,"search (for), examine",Verb,この単語の意味を辞書で調べましょう。,Let's look up the meaning of this word in the dictionary.,3,140
強調,"emphasis, stress",Verbal Noun,彼は良いところだけを強調した。,He only emphasized the strong points.,3,141
制度,"system, organization",Noun,来年から新しい制度が始まります。,A new system will start from next year.,3,142
方針,"course, policy",Noun,今後の方針が決まった。,We've decided our future policy.,3,143
従来,"former, old",Noun,このプリンターは従来のものより速い。,This printer prints faster than previous models.,3,144
いずれ,"eventually, sometime",Adverb,いずれまたお会いしましょう。,Let's meet again sometime.,3,145
事故,"accident, incident",Noun,彼は事故で怪我をしました。,He was injured in the accident.,3,146
電話,"telephone, phone call",Verbal Noun,あとで電話します。,I will call you later.,3,147
外国,foreign country,Noun,母はまだ外国に行ったことがありません。,My mother hasn't been abroad yet.,3,148
目的,"objective, purpose",Noun,彼が来た目的が分かりません。,I don't know the purpose of his visit.,3,149
自由,"freedom, free",Adjectival Noun,今日は自由な時間が多い。,I have a lot of free time today.,3,150
資金,"funds, a fund",Noun,私たちは今、結婚資金を貯めています。,We're saving for the wedding now.,3,151
銀行,bank,Noun,銀行は3時まで開いています。,The bank is open until three o'clock.,3,152
事実,"fact, truth",Noun,それは全て事実ですか。,Is it all true?,3,153
決定,decision,Verbal Noun,会議で重要な決定がありました。,An important decision was made at the conference.,3,154
方向,"direction, course",Noun,あの人たちは皆、同じ方向を見ている。,Those people are all looking in the same direction.,3,155
住宅,"housing, residence",Noun,ここは静かな住宅地だ。,This is a quiet residential area.,3,156
代表,representative,Verbal Noun,彼がクラスの代表だ。,He's the class representative.,3,157
激しい,"violent, intense",Adjective,激しい雨が降っています。,A very heavy rain is falling.,3,158
株,"stocks, shares",Noun,最近株を始めました。,I recently started investing in stocks.,3,159
交渉,"negotiation, bargaining",Verbal Noun,今、値段を交渉しています。,We're currently negotiating the price.,3,160
結果,"result, outcome",Noun,試合の結果を早く知りたい。,I want to know the results of the game soon.,3,161
全体,"whole, total",Noun,全体の80パーセントが完成しました。,80 percent of the total was completed.,3,162
後[のち],"after, afterwards (formal)",Noun,後[のち]に彼は総理大臣になりました。,He would later become Prime Minister.,3,163
命令,"command, order",Verbal Noun,彼女は命令に従わなかった。,She did not obey orders.,3,164
十分,"enough, plenty",Adjectival Noun,お金はまだ十分あります。,We still have plenty of money.,3,165
あまり,"(not) really, (not) very",Adverb,このビールはあまり美味しくありません。,This beer isn't very good.,3,166
経営,"management, operation",Verbal Noun,我が社の経営はうまくいっています。,Our company is well managed.,3,167
原因,"cause, origin",Noun,この事故の原因は何ですか。,What's the cause of the accident?,3,168
写真,photograph,Noun,写真は良い思い出になります。,Photographs make a good souvenir.,3,169
立場,"standpoint, position",Noun,彼女は自分の立場を分かっていない。,She doesn't understand her position.,3,170
対策,"measure, countermeasure",Noun,一緒に対策を考えましょう。,Let's think together about what measures we'll take.,3,171
繰り返す,repeat を,Verb,彼女は同じ間違いを繰り返した。,She repeated the same mistake.,3,172
評価,"evaluation, rating",Verbal Noun,最近、彼の評価が上がった。,He's been receiving more recognition lately.,3,173
なお,"still, in addition",Adverb,なお、雨の場合は中止です。,"Moreover, it will be canceled in the event of rain.",3,174
計算,calculation,Verbal Noun,その計算は間違っている。,That calculation is wrong.,3,175
投資,investment,Verbal Noun,私は4つの会社に投資しています。,I'm investing in four companies.,3,176
可能,"possible, potential",Adjectival Noun,20キロのダイエットは可能だと思いますか。,Do you think it's possible to go on a twenty kilogram diet?,3,177
加える,add (one thing to another)<div>(can be the same or a different kind of thing)</div>,Verb,塩、コショウを加えてください。,Please add the salt and pepper.,3,178
種類,"kind, variety, species",Noun,バラには色々な種類があります。,There are many varieties of rose.,3,179
強化,strengthening,Verbal Noun,国は国語教育を強化しています。,Our government is strengthening its program in native language education.,3,180
意見,opinion,Noun,あなたの意見が聞きたいです。,I want to hear your opinion.,3,181
伴う,"accompany, go with",Verb,その仕事は危険を伴う。,Danger comes with the job.,3,182
新聞,newspaper,Noun,今日の新聞、どこに置いた?,Where did you put today's newspaper?,3,183
文章,"writing, prose",Noun,彼は文章がとてもうまい。,His writing is very good.,3,184
目立つ,"stand out, be conspicuous",Verb,彼女の大きな帽子はとても目立つ。,Her big hat really stands out.,3,185
設計,"design, plan",Verbal Noun,兄は船の設計をしています。,My big brother is designing a ship.,3,186
構造,"structure, the construction",Noun,この建物の構造は複雑です。,The structure of this building is complex.,3,187
国会,"National Diet, parliament",Noun,国会が再開した。,The Diet reconvened.,3,188
ほぼ,"roughly, nearly",Adverb,仕事がほぼ終わりました。,My work is almost finished.,3,189
相手,"opponent, partner",Noun,試合の相手は誰ですか。,Who are they playing against?,3,190
発生,"occurrence, happening",Verbal Noun,交差点で事故が発生した。,There was an accident at the intersection.,3,191
採用,employment,Verbal Noun,その会社は女性を多く採用している。,This company employs many women.,3,192
残る,"remain, be left over",Verb,料理がたくさん残りました。,A lot of food was left over.,3,193
段階,"stage, step",Noun,この段階では、決断するのはまだ早い。,"At this stage, it is still early to decide.",3,194
報告,report,Verbal Noun,昨日の会議について報告があります。,There's a report about yesterday's conference.,3,195
商品,"goods, commodities",Noun,この商品はよく売れている。,This product is selling well.,3,196
都市,"city, urban community",Noun,東京は日本一大きな都市です。,Tokyo is the largest city in Japan.,3,197
病院,hospital,Noun,病院はどこですか。,Where is the hospital?,3,198
規模,"scale (big, smallなど), scope",Noun,この動物園は日本一の規模です。,This is the largest zoo in Japan.,3,199
業者,business man,Noun,引っ越しを業者に頼んだ。,I asked a company to handle my move.,3,200
経験,experience,Verbal Noun,今日の試合はいい経験になりました。,Today's game was a good experience.,4,1
能力,"ability, capacity",Noun,彼は能力のある社員です。,He's a resourceful employee.,4,2
最初,"the beginning, first",Noun,5ページの最初を見てください。,Please look at the beginning of page 5.,4,3
国際,international,Noun,ここで国際会議が開かれます。,An international conference is going to be held here.,4,4
議員,legislator,Noun,彼は国会議員です。,He's a congressman.,4,5
記者,"journalist, reporter",Noun,彼は新聞記者です。,He's a newspaper journalist.,4,6
場所,"place, space",Noun,会社の場所を教えてください。,Please tell me where the office is.,4,7
運動,"exercise, movement",Verbal Noun,彼はもっと運動した方がいい。,He should exercise more.,4,8
サービス,"service, on the house",Verbal Noun,この店はサービスがいい。,The service in this store is good.,4,9
集まる,"gather, be collected",Verb,駅前に人が集まっています。,Lots of people are gathered in front of the station.,4,10
政策,"policy, political measures",Noun,新しい政策はあまり良いとは思えません。,I don't think the new policy is very good.,4,11
車,car,Noun,この道は車が多い。,There are many cars on this road.,4,12
拡大,"magnification, enlargement",Verbal Noun,この図を拡大コピーしてください。,Please make an enlargement of this chart.,4,13
進む,"advance, move forward",Verb,前に進んでください。,Please move forward.,4,14
達する,"attain, reach",Verb,気温は35度に達した。,The temperature reached 35 degrees.,4,15
会議,"conference, meeting",Verbal Noun,今日の午後、大事な会議があります。,There's an important meeting this afternoon.,4,16
装置,"equipment, device",Noun,実験にはこの装置を使います。,We use this device in our experiments.,4,17
主張,"argument, case, one's point",Verbal Noun,上司は私の主張を受け入れた。,My boss accepted my argument.,4,18
記録,"record, documentation",Verbal Noun,マラソンで世界記録が出た。,There was a new world record in the marathon.,4,19
年度,"fiscal year, school year",Noun,売り上げは年度によって違います。,Sales differ by fiscal year.,4,20
産業,industry,Noun,日本の自動車産業は世界的に有名だ。,The Japanese auto industry is famous worldwide.,4,21
背景,"background, scenery, setting",Noun,事件の背景に何があったのだろう。,I wonder what was behind the incident.,4,22
材料,"ingredients, material",Noun,サラダの材料をそろえました。,I have all the ingredients for the salad.,4,23
要求,"requirement, demand",Verbal Noun,彼は私の要求にこたえた。,He answered my demands.,4,24
市民,"citizens, townsmen",Noun,市民の安全は大切だ。,The citizens' safety is important.,4,25
世紀,century,Noun,新しい世紀の始まりです。,It's the start of a new century.,4,26
大幅,"drastically, substantially",Adverb,計画を大幅に変更した。,We substantially changed the plan.,4,27
加工,"processing, manufacturing<div>(turning st into st else)</div>",Verbal Noun,この工場では魚を加工している。,This factory processes fish.,4,28
実行,"(putting into) practice, execution",Verbal Noun,彼はその計画を実行した。,He executed the plan.,4,29
判断,"judgment, decision",Verbal Noun,彼の判断は正しい。,His judgment is correct.,4,30
組織,"organization, structure, tissue",Verbal Noun,彼はある組織のリーダーだ。,He's the leader of a certain organization.,4,31
輸出,export,Verbal Noun,彼の会社は車を輸出しています。,His company exports cars.,4,32
警察,police,Noun,警察を呼んでください。,Call the police.,4,33
伝える,"convey, tell (sb) that, let (sb) know",Verb,みんなにこのことを伝えてください。,Please tell everyone about this matter.,4,34
公開,opening (to the public),Verbal Noun,その映画は今日、公開されます。,The movie opens to the public today.,4,35
向かう,"face, head toward, confront",Verb,今、会社に向かっています。,I'm heading for the office right now.,4,36
直す,"repair, cure, alter",Verb,私がそれを直しました。,I mended it.,4,37
具体的,"specific, concrete",Adjectival Noun,具体的な例をいくつか見せてください。,Please show me some concrete examples.,4,38
願う,"wish, ask a favor, apply for",Verb,彼が元気になるよう願っています。,We're praying that he gets well.,4,39
グループ,group,Noun,店に学生のグループが来た。,A group of students came to the shop.,4,40
個人,"individual, personal",Noun,これは私個人の意見です。,This is my personal opinion.,4,41
基づく,be based on,Verb,この話は真実に基づいています。,This story is based on truth.,4,42
全く,"entirely, truly, indeed",Adverb,私には全く分かりません。,I don't understand at all.,4,43
見方,"view, way of looking",Noun,彼に対する見方が変わりました。,My view of him has changed.,4,44
姿勢,"posture, attitude",Noun,あの子はいつも姿勢が悪い。,That kid always has bad posture.,4,45
協力,"cooperation, collaboration",Verbal Noun,このプロジェクトにはみんなの協力が必要です。,This project requires everyone's cooperation.,4,46
担当,in charge (of something),Verbal Noun,私はセールスを担当しています。,I'm in charge of sales.,4,47
提案,"proposition, proposal",Verbal Noun,そのアイデアは彼の提案です。,He's the one who proposed that idea.,4,48
最後,"last, final",Noun,今日が夏休み最後の日だ。,Today's the last day of summer vacation.,4,49
招く,"invite, beckon",Verb,両親を食事に招いた。,I invited my parents to a meal.,4,50
ホテル,hotel,Noun,今ホテルに着きました。,I arrived at the hotel just now.,4,51
再び,"again, a second time (somewhat formal)",Adverb,彼は再びここに戻ってきた。,He came back here once again.,4,52
上昇,"a rise, an increase",Verbal Noun,地球の気温は上昇している。,The temperature of the earth is rising.,4,53
機械,machine,Noun,新しい機械が壊れた。,The new machine broke.,4,54
注目,"attention, notice",Verbal Noun,私たちはその会社に注目している。,We have our eyes on that company.,4,55
過去,the past,Noun,それは過去の話だ。,That's in the past now.,4,56
作品,"work of art, piece",Noun,この絵はゴッホの作品だ。,This painting is one of van Gogh's works.,4,57
直接,directly,Adverb,彼に直接お願いしなさい。,Ask him directly.,4,58
批判,"criticism, comment",Verbal Noun,彼は同僚を批判した。,He criticized his colleague.,4,59
文化,culture,Noun,私はこの国の文化を勉強しています。,I'm studying this country's culture.,4,60
施設,"facilities, institution",Noun,そのホテルにはレジャー施設がたくさんある。,There are a lot of leisure facilities in the hotel.,4,61
成功,success,Verbal Noun,ついに実験が成功した。,The experiment finally succeeded.,4,62
実際,"reality, truth, the actual situation",Adverb,彼は実際にはあまり背が高くない。,"Actually, he's not very tall.",4,63
当然,"naturally, of course",Adjectival Noun,彼女が怒るのも当然だ。,It's natural that she should be angry.,4,64
年間,period of one year,Noun,年間5万人がここを訪れます。,"This place gets 50,000 visitors a year.",4,65
簡単,"simple, easy",Adjectival Noun,この料理はとても簡単です。,This dish is very easy to make.,4,66
迫る,"<!--anki-->approach, draw near,&nbsp;press (sb for st)",Verb,締め切りが迫っています。,The deadline is approaching.,4,67
まとめる,"gather together, summarize",Verb,彼女は荷物をまとめて出て行った。,She packed her luggage and left.,4,68
占める,"occupy, hold",Verb,私に届くメールのうち、迷惑メールが7割を占めている。,About 70 percent of emails sent to me are junk.,4,69
残す,"leave, reserve, leave undone",Verb,彼女はメッセージを残しました。,She left a message.,4,70
言語,"language, speech",Noun,彼はアジアの言語を研究している。,He's doing research in Asian languages.,4,71
教育,education,Verbal Noun,彼は海外で教育を受けました。,He received his education abroad.,4,72
他,"others, other things",Noun,留学生はアジア人が多く、その他は3割です。,"The majority of foreign students are Asian, with 30 percent from other regions.",4,73
取引,"transaction, dealings",Verbal Noun,私たちは中国の会社と取引しています。,We're dealing with a Chinese company.,4,74
自動車,automobile,Noun,彼は自動車会社に就職した。,He got a job at a car company.,4,75
反対,"oppose, the opposite",Verbal Noun,私は反対です。,I'm against it.,4,76
若者,"young person, youth",Noun,最近の若者は本を読まない。,Young people these days don't read books.,4,77
分,"amount, part, share",Noun,このケーキはあなたの分です。,This is your share of the cake.,4,78
課題,"task, problem",Noun,夏休みの課題は何ですか。,What's our summer assignment?,4,79
通常,"common, ordinary",Noun,通常は夜8時まで営業しています。,We're usually open until eight o'clock at night.,4,80
同様,"similar, same",Adjectival Noun,私たちは彼を家族同様に思っている。,We think of him just like family.,4,81
程度,"degree, extent",Noun,この程度の怪我なら大丈夫です。,"With an injury of this small extent, she's going to be fine.",4,82
当たる,"hit, strike",Verb,ボールが彼の頭に当たった。,The ball hit him on the head.,4,83
訴える,sue,Verb,彼女は会社を訴えた。,She sued the company.,4,84
事情,"circumstances, conditions",Noun,あなたの事情はよく分かりました。,I understand your situation well.,4,85
発言,"statement, remark",Verbal Noun,会議で全員が発言した。,Everyone spoke at the conference.,4,86
傾向,"tendency, inclination",Noun,最近の若者は難しい本を読まない傾向がある。,Young people these days tend not to read difficult books.,4,87
開催,"holding (of an event), opening",Verbal Noun,京都で国際会議が開催された。,An international conference was held in Kyoto.,4,88
文字,"character, letter",Noun,壁に文字が書いてあった。,There was some writing on the wall.,4,89
子,"child, kid",Noun,その子は日本語が分からない。,That kid doesn't understand Japanese.,4,90
述べる,"express (opinion), state, mention",Verb,上司が意見を述べた。,Our boss gave us his opinion.,4,91
活動,activity,Verbal Noun,彼は地域の活動に参加した。,He took part in local activities.,4,92
期間,period (of time),Noun,テスト期間は10日から15日までだ。,The test period is from the 10th to the 15th.,4,93
一定,"constant, fixed",Verbal Noun,申し込むには一定の資格が要る。,You need certain qualifications to apply.,4,94
住民,"residents, inhabitants",Noun,地域の住民が集まって話合いをした。,The local residents got together and talked.,4,95
届く,"reach, be delivered",Verb,昨日、父から手紙が届いた。,I got a letter from my father yesterday.,4,96
やはり,"as expected, also, still",Adverb,彼はやはり遅刻しました。,"He was late, as expected.",4,97
効果,"effect, result",Noun,この薬には胃を守る効果がある。,This medicine is effective in protecting your stomach.,4,98
状況,"situation, conditions&nbsp;",Noun,この状況では出発は難しいです。,It will be difficult to depart in these conditions.,4,99
確認,confirmation,Verbal Noun,もう一度、予約を確認した。,I confirmed my reservation one more time.,4,100
位置,"position, location",Verbal Noun,私の町は東京の北に位置します。,My town is located north of Tokyo.,4,101
はっきり,"clearly, distinctly",Adverb,今日は山がはっきり見える。,You can see the mountains clearly today.,4,102
つまり,"in short, basically",Adverb,つまり、あなたは何も知らないのですね。,"So, basically, you don't know anything.",4,103
通過,"passing, passage",Verbal Noun,次の駅は通過します。,This train will not stop at the next station.,4,104
深い,"deep, profound, intimate",Adjective,あの池はとても深い。,That pond is very deep.,4,105
候補,"candidate, candidacy",Noun,会長の候補は3人います。,There are three candidates for chairman.,4,106
選手,player (in a game); team member,Noun,彼はプロのサッカー選手だ。,He's a professional soccer player.,4,107
音,"sound, noise",Noun,雨の音が聞こえる。,I can hear the sound of rain.,4,108
大会,"mass meeting, tournament",Noun,夏には川辺で花火大会があります。,There are fireworks by the river in summer.,4,109
基本,"basis, foundation",Noun,今、ジャズダンスの基本を習っています。,We're learning the basics of jazz dance at the moment.,4,110
契約,"contract, agreement",Verbal Noun,その選手は新しいチームと契約した。,That player signed a contract with a new team.,4,111
発見,"discovery, revelation",Verbal Noun,新しい星が発見された。,A new star was discovered.,4,112
当時,at that time,Noun,彼女は当時、まだ3才だった。,She was only three years old at the time.,4,113
自宅,"one's house, one's home",Noun,自宅に電話を下さい。,Please call home.,4,114
空気,"air, atmosphere",Noun,ここは空気がきれいです。,The air here is clean.,4,115
設ける,"set up, establish, prepare",Verb,授業の終わりに復習の時間を設けた。,I set up a review time at the end of class.,4,116
歴史,history,Noun,私は歴史に興味があります。,I'm interested in history.,4,117
各国,every country,Noun,各国の代表がニューヨークに集まった。,Each country's representatives assembled in New York.,4,118
特に,"specially, particularly",Adverb,特に質問はありません。,I don't particularly have any questions.,4,119
実験,experiment,Verbal Noun,科学の授業で実験をした。,We did an experiment in science class.,4,120
訪れる,"visit, go to see",Verb,私は夏に京都を訪れました。,I visited Kyoto this summer.,4,121
建物,"building, structure",Noun,これは日本一古い建物です。,This is the oldest building in Japan.,4,122
ビル,building (ローマ字),Noun,私の会社はあのビルの8階です。,My company's on the eighth floor of that building.,4,123
彼ら,they,Noun,彼らはバスケットの選手です。,They're basketball players.,4,124
少年,boy,Noun,少年たちがサッカーをしている。,The boys are playing soccer.,4,125
諸国,various countries,Noun,彼はヨーロッパ諸国を旅行した。,He traveled through various European countries.,4,126
もちろん,"of course, needless to say",Adverb,もちろん一緒に行きます。,Of course I'll go with you.,4,127
事務所,"office, one's place of business",Noun,後で事務所に来てください。,Please come to the office later.,4,128
責任,"responsibility, liability",Noun,彼は失敗の責任を取って、会社を辞めた。,He took responsibility for the mistake and resigned from the company.,4,129
かつて,"once, formerly",Adverb,かつて私が学生だった頃のことです。,That was when I was still a student.,4,130
限る,be limited to,Verb,このサービスは週末に限ります,This service is limited to weekends.,4,131
海外,"overseas, abroad",Noun,彼は海外での生活が長いです。,He's lived abroad for a long time.,4,132
条件,"condition, terms",Noun,この条件では厳し過ぎます。,It's too harsh under these conditions.,4,133
家庭,"home, family",Noun,彼は家庭を大切にしている。,He values his family.,4,134
教授,professor,Noun,彼は化学の教授です。,He's a chemistry professor.,4,135
人口,population,Noun,その国の人口はどのくらいですか。,What's the population of that country?,4,136
海,"sea, ocean",Noun,海は広くて大きい。,The sea is vast and wide.,4,137
基準,"standard, criteria",Noun,判断の基準が示された。,The standards of judgment were outlined.,4,138
攻撃,"attack, criticism",Verbal Noun,2003年にアメリカはイラクを攻撃した。,The United States attacked Iraq in 2003.,4,139
時代,"age, era, antiquity",Noun,今は便利さとスピードの時代だ。,This is the age of convenience and speed.,4,140
時期,"time, period, season",Noun,今はあなたにとって大事な時期です。,It's an important time for you now.,4,141
製造,"production, manufacture",Verbal Noun,この工場ではエアコンを製造しています。,This factory manufactures air conditioning units.,4,142
大型,"large, large scale",Noun,大型のテレビを買った。,We bought a large television.,4,143
周辺,"surrounding area, outskirts",Noun,この周辺には大学が多い。,There are a lot of universities in this area.,4,144
異なる,differ,Verb,彼と私はいつも意見が異なる。,He and I always have different opinions.,4,145
逮捕,"arrest, capture",Verbal Noun,逃げていた犯人が逮捕されました。,They arrested that criminal who escaped.,4,146
関連,"connection, relation",Verbal Noun,関連のセクションへ連絡した。,I contacted the related sections.,4,147
貿易,"(foreign) trade, import/export business",Verbal Noun,父は貿易の仕事をしています。,My father works in the trading business.,4,148
社員,"staff member, employee",Noun,彼は優秀な社員です。,He's an excellent employee.,4,149
結合,"combination, joining",Verbal Noun,ファイルを結合して1つにしました。,I consolidated the files into just one.,4,150
自然,nature,Noun,みんなで自然を守りましょう。,Let's all work to protect Nature.,4,151
スポーツ,sport,Noun,あなたは何かスポーツをしていますか。,Which sport do you play?,4,152
